,categories,test_takers,total_mean,erw_mean,math_mean,met_both,met_neither,erw_met,math_met,year,state,participation
1179,asian,2151.0,1131.0,555.0,577.0,0.6,0.22,0.73,0.66,2019,colorado,1.0
1180,black,2433.0,917.0,467.0,450.0,0.19,0.56,0.42,0.21,2019,colorado,1.0
1181,latino,18930.0,929.0,470.0,458.0,0.21,0.55,0.43,0.23,2019,colorado,1.0
1182,pacific,143.0,950.0,483.0,468.0,0.26,0.54,0.45,0.27,2019,colorado,1.0
1183,white,31744.0,1084.0,549.0,535.0,0.51,0.23,0.75,0.53,2019,colorado,1.0
1184,multi,2410.0,1071.0,542.0,528.0,0.47,0.27,0.71,0.49,2019,colorado,1.0
1185,no_race,1076.0,922.0,469.0,453.0,0.22,0.57,0.41,0.24,2019,colorado,1.0
1186,female,29980.0,1025.0,523.0,501.0,0.38,0.34,0.65,0.39,2019,colorado,1.0
1187,male,29444.0,1024.0,513.0,511.0,0.41,0.38,0.6,0.44,2019,colorado,1.0
1188,total,44029.0,1046.0,529.0,516.0,0.43,0.32,0.66,0.45,2019,connecticut,1.0
1189,native,120.0,965.0,487.0,478.0,0.31,0.48,0.52,0.32,2019,connecticut,1.0
1190,asian,2562.0,1217.0,590.0,627.0,0.72,0.13,0.83,0.76,2019,connecticut,1.0
1191,black,4905.0,896.0,459.0,436.0,0.14,0.6,0.39,0.15,2019,connecticut,1.0
1192,latino,9540.0,924.0,471.0,453.0,0.21,0.55,0.44,0.22,2019,connecticut,1.0
1193,pacific,30.0,929.0,471.0,458.0,0.23,0.57,0.43,0.23,2019,connecticut,1.0
1194,white,24579.0,1105.0,559.0,546.0,0.55,0.2,0.79,0.56,2019,connecticut,1.0
1195,multi,1504.0,1072.0,548.0,524.0,0.45,0.26,0.73,0.46,2019,connecticut,1.0
1196,no_race,789.0,1005.0,507.0,498.0,0.4,0.43,0.56,0.42,2019,connecticut,1.0
1197,female,21429.0,1050.0,538.0,512.0,0.43,0.29,0.7,0.43,2019,connecticut,1.0
1198,male,22569.0,1042.0,521.0,520.0,0.44,0.35,0.63,0.46,2019,connecticut,1.0
1199,total,10990.0,985.0,499.0,486.0,0.31,0.43,0.55,0.33,2019,delaware,1.0
1200,native,83.0,847.0,428.0,419.0,0.1,0.72,0.28,0.1,2019,delaware,1.0
1201,asian,475.0,1197.0,586.0,611.0,0.69,0.17,0.81,0.71,2019,delaware,1.0
1202,black,2434.0,889.0,453.0,436.0,0.12,0.63,0.36,0.13,2019,delaware,1.0
1203,latino,1678.0,904.0,459.0,446.0,0.17,0.6,0.39,0.19,2019,delaware,1.0
1204,pacific,15.0,819.0,415.0,404.0,0.07,0.87,0.13,0.07,2019,delaware,1.0
1205,white,4926.0,1065.0,541.0,524.0,0.46,0.26,0.73,0.47,2019,delaware,1.0
1206,multi,676.0,980.0,498.0,482.0,0.29,0.42,0.56,0.31,2019,delaware,1.0
1207,no_race,703.0,835.0,423.0,412.0,0.1,0.75,0.24,0.11,2019,delaware,1.0
1208,female,5481.0,993.0,508.0,485.0,0.3,0.4,0.59,0.31,2019,delaware,1.0
1209,male,5502.0,978.0,491.0,487.0,0.32,0.46,0.52,0.34,2019,delaware,1.0
1210,total,4980.0,975.0,495.0,480.0,0.32,0.52,0.46,0.33,2019,district-columbia,0.94
1211,native,27.0,811.0,420.0,392.0,0.11,0.81,0.19,0.11,2019,district-columbia,0.94
1212,asian,143.0,1214.0,600.0,613.0,0.66,0.17,0.8,0.69,2019,district-columbia,0.94
1213,black,2423.0,890.0,452.0,437.0,0.17,0.65,0.34,0.19,2019,district-columbia,0.94
1214,latino,715.0,977.0,494.0,483.0,0.31,0.5,0.49,0.32,2019,district-columbia,0.94
1215,pacific,5.0,,,,,,,,2019,district-columbia,0.94
1216,white,887.0,1276.0,646.0,630.0,0.82,0.08,0.92,0.82,2019,district-columbia,0.94
1217,multi,170.0,1104.0,562.0,541.0,0.49,0.31,0.69,0.5,2019,district-columbia,0.94
1218,no_race,610.0,791.0,404.0,387.0,0.07,0.83,0.15,0.09,2019,district-columbia,0.94
1219,female,2452.0,969.0,496.0,473.0,0.29,0.52,0.47,0.31,2019,district-columbia,0.94
1220,male,2508.0,983.0,494.0,488.0,0.34,0.52,0.46,0.36,2019,district-columbia,0.94
1221,total,190853.0,999.0,516.0,483.0,0.33,0.38,0.61,0.34,2019,florida,1.0
1222,native,1068.0,896.0,464.0,432.0,0.13,0.6,0.38,0.15,2019,florida,1.0
1223,asian,6967.0,1152.0,570.0,582.0,0.63,0.17,0.79,0.67,2019,florida,1.0
1224,black,36999.0,901.0,470.0,432.0,0.15,0.57,0.42,0.16,2019,florida,1.0
1225,latino,64722.0,986.0,511.0,476.0,0.29,0.39,0.6,0.3,2019,florida,1.0
1226,pacific,345.0,904.0,470.0,434.0,0.15,0.57,0.43,0.16,2019,florida,1.0
1227,white,64647.0,1070.0,550.0,520.0,0.47,0.23,0.76,0.48,2019,florida,1.0
1228,multi,6788.0,1038.0,535.0,502.0,0.38,0.28,0.71,0.39,2019,florida,1.0
1229,no_race,9317.0,848.0,449.0,399.0,0.1,0.68,0.31,0.1,2019,florida,1.0
1230,female,98538.0,1001.0,521.0,481.0,0.31,0.35,0.64,0.32,2019,florida,1.0
1231,male,91914.0,997.0,511.0,486.0,0.34,0.4,0.59,0.36,2019,florida,1.0
1232,total,76340.0,1058.0,538.0,519.0,0.42,0.27,0.72,0.44,2019,georgia,0.71
1233,native,207.0,991.0,506.0,485.0,0.29,0.39,0.59,0.31,2019,georgia,0.71
1234,asian,4881.0,1209.0,589.0,620.0,0.72,0.13,0.83,0.77,2019,georgia,0.71
1235,black,24268.0,956.0,490.0,466.0,0.2,0.46,0.53,0.21,2019,georgia,0.71
1236,latino,9822.0,1023.0,520.0,503.0,0.34,0.32,0.66,0.36,2019,georgia,0.71
1237,pacific,75.0,1005.0,509.0,495.0,0.36,0.35,0.65,0.36,2019,georgia,0.71
1238,white,32468.0,1123.0,573.0,550.0,0.57,0.13,0.86,0.58,2019,georgia,0.71
1239,multi,3117.0,1083.0,554.0,529.0,0.47,0.2,0.79,0.48,2019,georgia,0.71
1240,no_race,1502.0,981.0,499.0,481.0,0.27,0.43,0.55,0.29,2019,georgia,0.71
1241,female,42304.0,1046.0,537.0,509.0,0.39,0.27,0.72,0.4,2019,georgia,0.71
1242,male,34026.0,1072.0,540.0,532.0,0.47,0.26,0.72,0.49,2019,georgia,0.71
1243,total,7346.0,1100.0,550.0,550.0,0.53,0.2,0.77,0.55,2019,hawaii,0.54
1244,native,3.0,,,,,,,,2019,hawaii,0.54
1245,asian,2638.0,1134.0,557.0,577.0,0.62,0.16,0.8,0.66,2019,hawaii,0.54
1246,black,74.0,1020.0,519.0,501.0,0.31,0.28,0.72,0.31,2019,hawaii,0.54
1247,latino,1179.0,1056.0,535.0,521.0,0.41,0.25,0.73,0.43,2019,hawaii,0.54
1248,pacific,568.0,982.0,493.0,488.0,0.28,0.44,0.54,0.3,2019,hawaii,0.54
1249,white,620.0,1167.0,596.0,571.0,0.64,0.1,0.9,0.65,2019,hawaii,0.54
1250,multi,2065.0,1104.0,555.0,549.0,0.53,0.18,0.8,0.55,2019,hawaii,0.54
1251,no_race,199.0,1044.0,524.0,520.0,0.41,0.28,0.67,0.46,2019,hawaii,0.54
1252,female,4169.0,1090.0,550.0,541.0,0.49,0.2,0.77,0.52,2019,hawaii,0.54
1253,male,3177.0,1114.0,551.0,563.0,0.57,0.2,0.77,0.6,2019,hawaii,0.54
1254,total,20749.0,993.0,505.0,488.0,0.32,0.4,0.58,0.34,2019,idaho,1.0
1255,native,337.0,866.0,438.0,428.0,0.09,0.7,0.29,0.1,2019,idaho,1.0
1256,asian,306.0,1089.0,535.0,554.0,0.51,0.29,0.65,0.57,2019,idaho,1.0
1257,black,208.0,897.0,457.0,440.0,0.14,0.62,0.37,0.15,2019,idaho,1.0
1258,latino,3217.0,912.0,465.0,447.0,0.16,0.58,0.4,0.18,2019,idaho,1.0
1259,pacific,80.0,924.0,468.0,456.0,0.18,0.5,0.48,0.2,2019,idaho,1.0
1260,white,12762.0,1033.0,525.0,508.0,0.4,0.31,0.67,0.42,2019,idaho,1.0
1261,multi,548.0,1024.0,522.0,502.0,0.37,0.32,0.66,0.39,2019,idaho,1.0
1262,no_race,3291.0,927.0,471.0,455.0,0.19,0.53,0.44,0.21,2019,idaho,1.0
1263,female,10371.0,993.0,510.0,483.0,0.3,0.38,0.61,0.32,2019,idaho,1.0
1264,male,10354.0,994.0,500.0,493.0,0.34,0.42,0.56,0.37,2019,idaho,1.0
1265,total,146681.0,1013.0,509.0,504.0,0.38,0.39,0.58,0.4,2019,illinois,1.0
1266,native,1158.0,861.0,435.0,426.0,0.11,0.72,0.26,0.13,2019,illinois,1.0
1267,asian,7799.0,1181.0,577.0,604.0,0.68,0.16,0.8,0.72,2019,illinois,1.0
1268,black,19227.0,895.0,455.0,440.0,0.15,0.63,0.35,0.16,2019,illinois,1.0
1269,latino,36363.0,951.0,478.0,473.0,0.25,0.5,0.47,0.28,2019,illinois,1.0
1270,pacific,155.0,911.0,461.0,450.0,0.21,0.59,0.37,0.25,2019,illinois,1.0
1271,white,64297.0,1088.0,546.0,543.0,0.53,0.24,0.74,0.55,2019,illinois,1.0
1272,multi,4425.0,1062.0,535.0,527.0,0.46,0.3,0.68,0.48,2019,illinois,1.0
1273,no_race,13257.0,881.0,447.0,435.0,0.14,0.66,0.32,0.16,2019,illinois,1.0
1274,female,73013.0,1016.0,515.0,501.0,0.37,0.37,0.61,0.39,2019,illinois,1.0
1275,male,73574.0,1010.0,503.0,507.0,0.38,0.42,0.55,0.41,2019,illinois,1.0
1276,total,49565.0,1080.0,543.0,537.0,0.51,0.22,0.76,0.53,2019,indiana,0.66
1277,native,202.0,958.0,485.0,473.0,0.19,0.47,0.51,0.21,2019,indiana,0.66
1278,asian,1672.0,1178.0,572.0,606.0,0.67,0.16,0.78,0.72,2019,indiana,0.66
1279,black,4395.0,941.0,476.0,465.0,0.19,0.52,0.46,0.22,2019,indiana,0.66
1280,latino,5475.0,1009.0,507.0,502.0,0.35,0.36,0.62,0.37,2019,indiana,0.66
1281,pacific,40.0,1027.0,508.0,519.0,0.38,0.35,0.6,0.43,2019,indiana,0.66
1282,white,34916.0,1108.0,557.0,551.0,0.57,0.16,0.82,0.6,2019,indiana,0.66
1283,multi,2155.0,1060.0,535.0,525.0,0.44,0.24,0.73,0.47,2019,indiana,0.66
1284,no_race,710.0,1024.0,518.0,506.0,0.41,0.32,0.65,0.43,2019,indiana,0.66
1285,female,27623.0,1066.0,541.0,525.0,0.46,0.23,0.75,0.48,2019,indiana,0.66
1286,male,21930.0,1098.0,546.0,553.0,0.57,0.2,0.77,0.6,2019,indiana,0.66
1287,total,994.0,1244.0,622.0,622.0,0.75,0.07,0.91,0.77,2019,iowa,0.03
1288,native,2.0,,,,,,,,2019,iowa,0.03
1289,asian,148.0,1345.0,648.0,697.0,0.9,0.03,0.93,0.94,2019,iowa,0.03
1290,black,46.0,990.0,505.0,485.0,0.28,0.37,0.61,0.3,2019,iowa,0.03
1291,latino,71.0,1158.0,586.0,572.0,0.59,0.13,0.86,0.61,2019,iowa,0.03
1292,pacific,2.0,,,,,,,,2019,iowa,0.03
1293,white,657.0,1252.0,630.0,622.0,0.78,0.05,0.93,0.79,2019,iowa,0.03
1294,multi,41.0,1238.0,629.0,609.0,0.76,0.02,0.98,0.76,2019,iowa,0.03
1295,no_race,27.0,1167.0,574.0,593.0,0.52,0.11,0.89,0.52,2019,iowa,0.03
1296,female,475.0,1225.0,621.0,604.0,0.73,0.07,0.92,0.75,2019,iowa,0.03
1297,male,519.0,1262.0,624.0,638.0,0.77,0.07,0.9,0.79,2019,iowa,0.03
1298,total,1496.0,1241.0,618.0,623.0,0.78,0.07,0.91,0.8,2019,kansas,0.04
1299,native,3.0,,,,,,,,2019,kansas,0.04
1300,asian,293.0,1313.0,626.0,687.0,0.84,0.04,0.88,0.92,2019,kansas,0.04
1301,black,81.0,1033.0,522.0,510.0,0.38,0.25,0.72,0.42,2019,kansas,0.04
1302,latino,131.0,1127.0,566.0,561.0,0.58,0.16,0.82,0.6,2019,kansas,0.04
1303,pacific,1.0,,,,,,,,2019,kansas,0.04
1304,white,866.0,1253.0,631.0,622.0,0.82,0.05,0.94,0.83,2019,kansas,0.04
1305,multi,79.0,1253.0,632.0,621.0,0.84,0.08,0.92,0.84,2019,kansas,0.04
1306,no_race,42.0,1237.0,604.0,633.0,0.76,0.02,0.9,0.83,2019,kansas,0.04
1307,female,811.0,1222.0,615.0,607.0,0.74,0.07,0.91,0.77,2019,kansas,0.04
1308,male,685.0,1263.0,620.0,642.0,0.82,0.06,0.91,0.85,2019,kansas,0.04
1309,total,2047.0,1232.0,620.0,612.0,0.77,0.06,0.93,0.78,2019,kentucky,0.04
1310,native,2.0,,,,,,,,2019,kentucky,0.04
1311,asian,251.0,1320.0,635.0,685.0,0.89,0.03,0.93,0.93,2019,kentucky,0.04
1312,black,131.0,1032.0,530.0,502.0,0.37,0.28,0.71,0.38,2019,kentucky,0.04
1313,latino,110.0,1154.0,591.0,564.0,0.58,0.13,0.85,0.6,2019,kentucky,0.04
1314,pacific,3.0,,,,,,,,2019,kentucky,0.04
1315,white,1407.0,1247.0,631.0,616.0,0.81,0.04,0.95,0.82,2019,kentucky,0.04
1316,multi,92.0,1202.0,607.0,595.0,0.68,0.08,0.91,0.7,2019,kentucky,0.04
1317,no_race,51.0,1146.0,580.0,567.0,0.65,0.12,0.88,0.65,2019,kentucky,0.04
1318,female,1120.0,1211.0,617.0,594.0,0.74,0.06,0.93,0.74,2019,kentucky,0.04
1319,male,927.0,1259.0,625.0,634.0,0.81,0.06,0.92,0.83,2019,kentucky,0.04
1320,total,2191.0,1200.0,610.0,591.0,0.7,0.11,0.88,0.7,2019,louisiana,0.05
1321,native,10.0,1187.0,593.0,594.0,0.6,0.1,0.9,0.6,2019,louisiana,0.05
1322,asian,188.0,1308.0,638.0,670.0,0.87,0.06,0.91,0.89,2019,louisiana,0.05
1323,black,409.0,1033.0,528.0,506.0,0.39,0.29,0.69,0.4,2019,louisiana,0.05
1324,latino,205.0,1170.0,598.0,572.0,0.65,0.14,0.84,0.67,2019,louisiana,0.05
1325,pacific,3.0,,,,,,,,2019,louisiana,0.05
1326,white,1253.0,1247.0,635.0,612.0,0.79,0.05,0.95,0.79,2019,louisiana,0.05
1327,multi,81.0,1211.0,622.0,588.0,0.69,0.09,0.91,0.69,2019,louisiana,0.05
1328,no_race,42.0,1068.0,547.0,521.0,0.43,0.24,0.74,0.45,2019,louisiana,0.05
1329,female,1246.0,1175.0,603.0,572.0,0.65,0.12,0.88,0.65,2019,louisiana,0.05
1330,male,945.0,1233.0,618.0,615.0,0.76,0.1,0.88,0.77,2019,louisiana,0.05
1331,total,14210.0,1013.0,512.0,502.0,0.36,0.37,0.61,0.38,2019,maine,0.99
1332,native,274.0,868.0,437.0,431.0,0.11,0.71,0.27,0.14,2019,maine,0.99
1333,asian,544.0,1164.0,548.0,617.0,0.65,0.18,0.73,0.74,2019,maine,0.99
1334,black,369.0,900.0,455.0,445.0,0.15,0.63,0.35,0.16,2019,maine,0.99
1335,latino,480.0,978.0,497.0,482.0,0.29,0.44,0.55,0.31,2019,maine,0.99
1336,pacific,22.0,873.0,436.0,436.0,0.09,0.64,0.32,0.14,2019,maine,0.99
1337,white,10345.0,1038.0,526.0,512.0,0.41,0.31,0.67,0.43,2019,maine,0.99
1338,multi,455.0,1024.0,521.0,502.0,0.36,0.33,0.66,0.36,2019,maine,0.99
1339,no_race,1721.0,876.0,445.0,432.0,0.12,0.66,0.31,0.14,2019,maine,0.99
1340,female,6878.0,1017.0,519.0,498.0,0.35,0.35,0.64,0.36,2019,maine,0.99
1341,male,7324.0,1011.0,505.0,505.0,0.37,0.39,0.58,0.4,2019,maine,0.99
1342,total,51094.0,1058.0,535.0,523.0,0.45,0.31,0.67,0.47,2019,maryland,0.82
1343,native,215.0,911.0,461.0,450.0,0.22,0.58,0.41,0.22,2019,maryland,0.82
1344,asian,4186.0,1223.0,598.0,625.0,0.74,0.12,0.85,0.76,2019,maryland,0.82
1345,black,15517.0,937.0,479.0,458.0,0.21,0.52,0.47,0.22,2019,maryland,0.82
1346,latino,6049.0,998.0,507.0,491.0,0.32,0.4,0.58,0.34,2019,maryland,0.82
1347,pacific,46.0,975.0,492.0,483.0,0.3,0.5,0.5,0.3,2019,maryland,0.82
1348,white,20571.0,1142.0,576.0,566.0,0.63,0.15,0.83,0.64,2019,maryland,0.82
1349,multi,2732.0,1087.0,552.0,535.0,0.49,0.23,0.76,0.5,2019,maryland,0.82
1350,no_race,1778.0,931.0,473.0,459.0,0.22,0.58,0.41,0.23,2019,maryland,0.82
1351,female,26602.0,1056.0,539.0,517.0,0.43,0.3,0.69,0.44,2019,maryland,0.82
1352,male,24434.0,1060.0,530.0,530.0,0.47,0.33,0.65,0.49,2019,maryland,0.82
1353,total,59671.0,1120.0,559.0,561.0,0.58,0.2,0.77,0.6,2019,massachusetts,0.81
1354,native,180.0,985.0,493.0,493.0,0.33,0.41,0.57,0.35,2019,massachusetts,0.81
1355,asian,5342.0,1244.0,597.0,647.0,0.76,0.11,0.84,0.82,2019,massachusetts,0.81
1356,black,4762.0,969.0,485.0,484.0,0.28,0.47,0.5,0.31,2019,massachusetts,0.81
1357,latino,8442.0,997.0,499.0,498.0,0.33,0.42,0.55,0.36,2019,massachusetts,0.81
1358,pacific,31.0,1017.0,504.0,513.0,0.35,0.52,0.48,0.35,2019,massachusetts,0.81
1359,white,36647.0,1158.0,581.0,577.0,0.67,0.12,0.87,0.68,2019,massachusetts,0.81
1360,multi,2136.0,1140.0,571.0,569.0,0.6,0.18,0.8,0.62,2019,massachusetts,0.81
1361,no_race,2131.0,985.0,494.0,491.0,0.33,0.47,0.51,0.35,2019,massachusetts,0.81
1362,female,31536.0,1108.0,559.0,549.0,0.55,0.21,0.78,0.56,2019,massachusetts,0.81
1363,male,28093.0,1135.0,561.0,574.0,0.62,0.2,0.77,0.65,2019,massachusetts,0.81
1364,total,113724.0,1003.0,507.0,496.0,0.35,0.4,0.58,0.37,2019,michigan,1.0
1365,native,1676.0,859.0,436.0,423.0,0.11,0.71,0.27,0.12,2019,michigan,1.0
1366,asian,4529.0,1159.0,563.0,596.0,0.61,0.22,0.72,0.67,2019,michigan,1.0
1367,black,15180.0,864.0,442.0,422.0,0.1,0.7,0.29,0.11,2019,michigan,1.0
1368,latino,10497.0,936.0,476.0,460.0,0.21,0.53,0.45,0.23,2019,michigan,1.0
1369,pacific,153.0,887.0,453.0,434.0,0.15,0.64,0.33,0.18,2019,michigan,1.0
1370,white,73174.0,1040.0,525.0,515.0,0.42,0.31,0.67,0.45,2019,michigan,1.0
1371,multi,5184.0,1005.0,511.0,494.0,0.33,0.39,0.59,0.35,2019,michigan,1.0
1372,no_race,3331.0,894.0,455.0,439.0,0.18,0.63,0.36,0.2,2019,michigan,1.0
1373,female,56863.0,1004.0,512.0,492.0,0.34,0.37,0.61,0.36,2019,michigan,1.0
1374,male,56833.0,1002.0,501.0,501.0,0.36,0.42,0.55,0.39,2019,michigan,1.0
1375,total,2567.0,1284.0,636.0,648.0,0.85,0.04,0.94,0.87,2019,minnesota,0.04
1376,native,4.0,,,,,,,,2019,minnesota,0.04
1377,asian,554.0,1321.0,628.0,693.0,0.88,0.03,0.91,0.94,2019,minnesota,0.04
1378,black,112.0,1134.0,570.0,564.0,0.55,0.15,0.81,0.59,2019,minnesota,0.04
1379,latino,151.0,1201.0,603.0,597.0,0.73,0.05,0.93,0.75,2019,minnesota,0.04
1380,pacific,4.0,,,,,,,,2019,minnesota,0.04
1381,white,1532.0,1293.0,647.0,646.0,0.88,0.03,0.97,0.89,2019,minnesota,0.04
1382,multi,143.0,1300.0,652.0,647.0,0.86,0.05,0.95,0.86,2019,minnesota,0.04
1383,no_race,67.0,1193.0,590.0,603.0,0.63,0.12,0.81,0.7,2019,minnesota,0.04
1384,female,1360.0,1262.0,632.0,631.0,0.83,0.04,0.94,0.84,2019,minnesota,0.04
1385,male,1207.0,1308.0,641.0,667.0,0.87,0.03,0.94,0.9,2019,minnesota,0.04
1386,total,781.0,1237.0,628.0,608.0,0.73,0.08,0.91,0.74,2019,mississippi,0.03
1387,native,1.0,,,,,,,,2019,mississippi,0.03
1388,asian,69.0,1301.0,631.0,671.0,0.78,0.03,0.88,0.87,2019,mississippi,0.03
1389,black,137.0,1070.0,556.0,515.0,0.43,0.2,0.8,0.43,2019,mississippi,0.03
1390,latino,44.0,1169.0,600.0,569.0,0.68,0.14,0.86,0.68,2019,mississippi,0.03
1391,pacific,1.0,,,,,,,,2019,mississippi,0.03
1392,white,464.0,1288.0,654.0,634.0,0.83,0.04,0.95,0.84,2019,mississippi,0.03
1393,multi,43.0,1234.0,630.0,605.0,0.7,0.05,0.95,0.7,2019,mississippi,0.03
1394,no_race,22.0,1115.0,586.0,529.0,0.5,0.14,0.86,0.5,2019,mississippi,0.03
1395,female,430.0,1208.0,620.0,588.0,0.66,0.09,0.9,0.67,2019,mississippi,0.03
1396,male,351.0,1272.0,639.0,633.0,0.81,0.06,0.93,0.83,2019,mississippi,0.03
1397,total,2644.0,1236.0,622.0,614.0,0.77,0.08,0.91,0.78,2019,missouri,0.04
1398,native,6.0,,,,,,,,2019,missouri,0.04
1399,asian,358.0,1328.0,640.0,688.0,0.87,0.04,0.91,0.91,2019,missouri,0.04
1400,black,244.0,1051.0,536.0,516.0,0.41,0.25,0.72,0.43,2019,missouri,0.04
1401,latino,159.0,1190.0,598.0,592.0,0.72,0.12,0.86,0.74,2019,missouri,0.04
1402,pacific,4.0,,,,,,,,2019,missouri,0.04
1403,white,1652.0,1258.0,637.0,621.0,0.83,0.04,0.95,0.83,2019,missouri,0.04
1404,multi,144.0,1205.0,611.0,594.0,0.74,0.12,0.88,0.74,2019,missouri,0.04
1405,no_race,77.0,1093.0,556.0,536.0,0.43,0.26,0.71,0.45,2019,missouri,0.04
1406,female,1409.0,1212.0,618.0,594.0,0.74,0.08,0.91,0.75,2019,missouri,0.04
1407,male,1234.0,1264.0,625.0,638.0,0.81,0.07,0.91,0.83,2019,missouri,0.04
1408,total,880.0,1199.0,603.0,596.0,0.75,0.06,0.92,0.77,2019,montana,0.09
1409,native,2.0,,,,,,,,2019,montana,0.09
1410,asian,30.0,1156.0,552.0,604.0,0.53,0.07,0.77,0.7,2019,montana,0.09
1411,black,3.0,,,,,,,,2019,montana,0.09
1412,latino,49.0,1157.0,582.0,574.0,0.67,0.1,0.9,0.67,2019,montana,0.09
1413,pacific,0.0,,,,,,,,2019,montana,0.09
1414,white,716.0,1207.0,607.0,600.0,0.78,0.05,0.93,0.79,2019,montana,0.09
1415,multi,45.0,1171.0,595.0,576.0,0.67,0.11,0.87,0.69,2019,montana,0.09
1416,no_race,35.0,1190.0,606.0,584.0,0.71,0.03,0.94,0.74,2019,montana,0.09
1417,female,502.0,1181.0,600.0,581.0,0.7,0.06,0.92,0.71,2019,montana,0.09
1418,male,377.0,1223.0,607.0,616.0,0.82,0.06,0.92,0.85,2019,montana,0.09
1419,total,714.0,1260.0,628.0,631.0,0.8,0.06,0.91,0.82,2019,nebraska,0.03
1420,native,1.0,,,,,,,,2019,nebraska,0.03
1421,asian,126.0,1319.0,624.0,695.0,0.87,0.02,0.91,0.93,2019,nebraska,0.03
1422,black,53.0,1108.0,563.0,545.0,0.55,0.25,0.75,0.55,2019,nebraska,0.03
1423,latino,47.0,1140.0,575.0,565.0,0.62,0.11,0.85,0.66,2019,nebraska,0.03
1424,pacific,0.0,,,,,,,,2019,nebraska,0.03
1425,white,417.0,1285.0,648.0,637.0,0.85,0.03,0.95,0.87,2019,nebraska,0.03
1426,multi,51.0,1213.0,615.0,597.0,0.73,0.08,0.9,0.75,2019,nebraska,0.03
1427,no_race,19.0,1182.0,592.0,589.0,0.63,0.21,0.74,0.68,2019,nebraska,0.03
1428,female,379.0,1236.0,624.0,612.0,0.78,0.06,0.92,0.8,2019,nebraska,0.03
1429,male,335.0,1287.0,634.0,653.0,0.82,0.06,0.9,0.86,2019,nebraska,0.03
1430,total,4957.0,1156.0,580.0,576.0,0.66,0.1,0.88,0.69,2019,nevada,0.2
1431,native,20.0,1058.0,534.0,524.0,0.45,0.2,0.7,0.55,2019,nevada,0.2
1432,asian,858.0,1209.0,590.0,619.0,0.76,0.07,0.88,0.82,2019,nevada,0.2
1433,black,347.0,1042.0,530.0,513.0,0.39,0.25,0.72,0.42,2019,nevada,0.2
1434,latino,1217.0,1101.0,557.0,544.0,0.54,0.16,0.82,0.56,2019,nevada,0.2
1435,pacific,46.0,1063.0,541.0,522.0,0.43,0.2,0.76,0.48,2019,nevada,0.2
1436,white,1940.0,1191.0,600.0,591.0,0.76,0.06,0.93,0.77,2019,nevada,0.2
1437,multi,450.0,1160.0,585.0,575.0,0.66,0.06,0.93,0.68,2019,nevada,0.2
1438,no_race,79.0,1131.0,572.0,559.0,0.62,0.16,0.84,0.62,2019,nevada,0.2
1439,female,2867.0,1138.0,577.0,561.0,0.62,0.11,0.87,0.64,2019,nevada,0.2
1440,male,2090.0,1181.0,585.0,597.0,0.72,0.09,0.88,0.75,2019,nevada,0.2
1441,total,14464.0,1059.0,533.0,526.0,0.45,0.28,0.69,0.47,2019,new-hampshire,0.95
1442,native,138.0,900.0,452.0,448.0,0.14,0.65,0.34,0.15,2019,new-hampshire,0.95
1443,asian,630.0,1207.0,579.0,628.0,0.68,0.14,0.79,0.76,2019,new-hampshire,0.95
1444,black,238.0,1017.0,511.0,507.0,0.37,0.4,0.58,0.39,2019,new-hampshire,0.95
1445,latino,800.0,1010.0,510.0,500.0,0.35,0.38,0.6,0.37,2019,new-hampshire,0.95
1446,pacific,7.0,,,,,,,,2019,new-hampshire,0.95
1447,white,9898.0,1088.0,549.0,539.0,0.51,0.21,0.77,0.53,2019,new-hampshire,0.95
1448,multi,448.0,1082.0,547.0,535.0,0.47,0.23,0.75,0.49,2019,new-hampshire,0.95
1449,no_race,2305.0,917.0,463.0,453.0,0.17,0.57,0.41,0.19,2019,new-hampshire,0.95
1450,female,7153.0,1062.0,541.0,521.0,0.44,0.26,0.73,0.46,2019,new-hampshire,0.95
1451,male,7303.0,1056.0,525.0,530.0,0.46,0.31,0.66,0.49,2019,new-hampshire,0.95
1452,total,84602.0,1090.0,544.0,545.0,0.52,0.26,0.72,0.54,2019,new-jersey,0.82
1453,native,198.0,937.0,467.0,470.0,0.26,0.57,0.41,0.28,2019,new-jersey,0.82
1454,asian,9667.0,1269.0,615.0,654.0,0.81,0.09,0.89,0.84,2019,new-jersey,0.82
1455,black,10062.0,947.0,479.0,468.0,0.23,0.51,0.47,0.25,2019,new-jersey,0.82
1456,latino,21027.0,986.0,496.0,490.0,0.32,0.42,0.55,0.34,2019,new-jersey,0.82
1457,pacific,82.0,996.0,502.0,495.0,0.35,0.43,0.56,0.37,2019,new-jersey,0.82
1458,white,37897.0,1148.0,574.0,573.0,0.65,0.13,0.85,0.67,2019,new-jersey,0.82
1459,multi,2779.0,1122.0,563.0,558.0,0.56,0.19,0.79,0.58,2019,new-jersey,0.82
1460,no_race,2890.0,965.0,486.0,480.0,0.31,0.52,0.46,0.33,2019,new-jersey,0.82
1461,female,43972.0,1080.0,545.0,535.0,0.49,0.26,0.73,0.51,2019,new-jersey,0.82
1462,male,40569.0,1101.0,544.0,557.0,0.55,0.26,0.71,0.58,2019,new-jersey,0.82
1463,total,3705.0,1073.0,543.0,530.0,0.46,0.28,0.71,0.48,2019,new-mexico,0.18
1464,native,97.0,957.0,477.0,480.0,0.19,0.52,0.46,0.21,2019,new-mexico,0.18
