,categories,test_takers,total_mean,erw_mean,math_mean,met_both,met_neither,erw_met,math_met,year,state,participation,diff_to_ave
0,total,1715481.0,1060.0,533.0,527.0,0.46,0.27,0.7,0.49,2017,all,,0.0
1,native,7782.0,963.0,486.0,477.0,0.27,0.45,0.53,0.29,2017,all,,-97.0
2,asian,158031.0,1181.0,569.0,612.0,0.7,0.12,0.81,0.76,2017,all,,121.0
3,black,225860.0,941.0,479.0,462.0,0.2,0.5,0.49,0.22,2017,all,,-119.0
4,latino,408067.0,990.0,500.0,489.0,0.31,0.39,0.58,0.33,2017,all,,-70.0
5,pacific,4131.0,986.0,498.0,488.0,0.32,0.4,0.57,0.34,2017,all,,-74.0
6,white,760362.0,1118.0,565.0,553.0,0.59,0.15,0.83,0.61,2017,all,,58.0
7,multi,57049.0,1103.0,560.0,544.0,0.54,0.18,0.8,0.56,2017,all,,43.0
8,no_race,94199.0,961.0,475.0,485.0,0.27,0.47,0.48,0.33,2017,all,,-99.0
9,female,906019.0,1050.0,534.0,516.0,0.43,0.27,0.71,0.44,2017,all,,-10.0
10,male,809462.0,1070.0,532.0,538.0,0.5,0.27,0.69,0.53,2017,all,,10.0
11,total,2393.0,1165.0,593.0,572.0,0.62,0.12,0.86,0.64,2017,alabama,0.05,0.0
12,native,15.0,1049.0,538.0,511.0,0.47,0.27,0.73,0.47,2017,alabama,0.05,-116.0
13,asian,199.0,1272.0,608.0,664.0,0.78,0.06,0.84,0.87,2017,alabama,0.05,107.0
14,black,501.0,992.0,513.0,479.0,0.26,0.35,0.64,0.28,2017,alabama,0.05,-173.0
15,latino,112.0,1135.0,576.0,559.0,0.6,0.14,0.86,0.6,2017,alabama,0.05,-30.0
16,pacific,0.0,,,,,,,,2017,alabama,0.05,
17,white,1436.0,1217.0,622.0,595.0,0.73,0.05,0.94,0.74,2017,alabama,0.05,52.0
18,multi,78.0,1164.0,597.0,567.0,0.63,0.09,0.87,0.67,2017,alabama,0.05,-1.0
19,no_race,52.0,1086.0,555.0,532.0,0.5,0.17,0.81,0.52,2017,alabama,0.05,-79.0
20,female,1363.0,1143.0,589.0,554.0,0.57,0.13,0.86,0.58,2017,alabama,0.05,-22.0
21,male,1030.0,1194.0,599.0,596.0,0.69,0.12,0.86,0.72,2017,alabama,0.05,29.0
22,total,2971.0,1080.0,547.0,533.0,0.5,0.21,0.76,0.53,2017,alaska,0.38,0.0
23,native,218.0,959.0,482.0,477.0,0.23,0.48,0.49,0.27,2017,alaska,0.38,-121.0
24,asian,252.0,1048.0,521.0,526.0,0.44,0.26,0.67,0.52,2017,alaska,0.38,-32.0
25,black,75.0,963.0,489.0,474.0,0.28,0.45,0.52,0.31,2017,alaska,0.38,-117.0
26,latino,231.0,1059.0,538.0,521.0,0.47,0.24,0.74,0.49,2017,alaska,0.38,-21.0
27,pacific,32.0,900.0,459.0,441.0,0.16,0.56,0.44,0.16,2017,alaska,0.38,-180.0
28,white,1705.0,1118.0,568.0,550.0,0.58,0.14,0.85,0.6,2017,alaska,0.38,38.0
29,multi,317.0,1069.0,539.0,529.0,0.49,0.23,0.73,0.52,2017,alaska,0.38,-11.0
30,no_race,141.0,1024.0,523.0,501.0,0.33,0.3,0.69,0.34,2017,alaska,0.38,-56.0
31,female,1621.0,1068.0,546.0,522.0,0.46,0.22,0.76,0.48,2017,alaska,0.38,-12.0
32,male,1350.0,1094.0,549.0,546.0,0.55,0.2,0.77,0.58,2017,alaska,0.38,14.0
33,total,20466.0,1116.0,563.0,553.0,0.59,0.16,0.82,0.61,2017,arizona,0.3,0.0
34,native,236.0,989.0,496.0,493.0,0.32,0.38,0.59,0.36,2017,arizona,0.3,-127.0
35,asian,1352.0,1205.0,591.0,615.0,0.75,0.07,0.88,0.8,2017,arizona,0.3,89.0
36,black,940.0,1023.0,519.0,504.0,0.37,0.31,0.67,0.39,2017,arizona,0.3,-93.0
37,latino,6481.0,1045.0,528.0,517.0,0.43,0.27,0.71,0.46,2017,arizona,0.3,-71.0
38,pacific,44.0,1056.0,529.0,527.0,0.43,0.25,0.75,0.43,2017,arizona,0.3,-60.0
39,white,10007.0,1164.0,588.0,576.0,0.7,0.08,0.91,0.71,2017,arizona,0.3,48.0
40,multi,731.0,1161.0,586.0,575.0,0.68,0.09,0.9,0.69,2017,arizona,0.3,45.0
41,no_race,675.0,1045.0,531.0,513.0,0.42,0.25,0.72,0.45,2017,arizona,0.3,-71.0
42,female,11367.0,1100.0,561.0,539.0,0.54,0.16,0.82,0.55,2017,arizona,0.3,-16.0
43,male,9099.0,1136.0,565.0,571.0,0.65,0.16,0.82,0.68,2017,arizona,0.3,20.0
44,total,1065.0,1208.0,614.0,594.0,0.71,0.11,0.88,0.72,2017,arkansas,0.03,0.0
45,native,1.0,,,,,,,,2017,arkansas,0.03,
46,asian,90.0,1264.0,603.0,661.0,0.78,0.07,0.84,0.87,2017,arkansas,0.03,56.0
47,black,91.0,1051.0,538.0,513.0,0.38,0.32,0.68,0.38,2017,arkansas,0.03,-157.0
48,latino,100.0,1066.0,542.0,524.0,0.43,0.26,0.71,0.46,2017,arkansas,0.03,-142.0
49,pacific,0.0,,,,,,,,2017,arkansas,0.03,
50,white,716.0,1242.0,635.0,607.0,0.78,0.06,0.93,0.79,2017,arkansas,0.03,34.0
51,multi,50.0,1237.0,627.0,610.0,0.76,0.1,0.9,0.76,2017,arkansas,0.03,29.0
52,no_race,17.0,1064.0,549.0,515.0,0.47,0.41,0.59,0.47,2017,arkansas,0.03,-144.0
53,female,605.0,1176.0,605.0,572.0,0.64,0.12,0.86,0.66,2017,arkansas,0.03,-32.0
54,male,460.0,1249.0,625.0,624.0,0.79,0.09,0.89,0.81,2017,arkansas,0.03,41.0
55,total,226699.0,1055.0,531.0,524.0,0.45,0.27,0.7,0.47,2017,california,0.53,0.0
56,native,802.0,997.0,504.0,494.0,0.33,0.35,0.63,0.35,2017,california,0.53,-58.0
57,asian,33123.0,1145.0,561.0,584.0,0.65,0.14,0.81,0.7,2017,california,0.53,90.0
58,black,12509.0,961.0,492.0,470.0,0.23,0.43,0.55,0.25,2017,california,0.53,-94.0
59,latino,111675.0,992.0,502.0,490.0,0.31,0.38,0.6,0.33,2017,california,0.53,-63.0
60,pacific,979.0,1022.0,513.0,508.0,0.38,0.3,0.67,0.41,2017,california,0.53,-33.0
61,white,52080.0,1153.0,583.0,570.0,0.67,0.1,0.89,0.68,2017,california,0.53,98.0
62,multi,8924.0,1139.0,575.0,564.0,0.63,0.12,0.86,0.64,2017,california,0.53,84.0
63,no_race,6607.0,988.0,501.0,488.0,0.31,0.4,0.58,0.34,2017,california,0.53,-67.0
64,female,125088.0,1041.0,529.0,512.0,0.4,0.28,0.7,0.42,2017,california,0.53,-14.0
65,male,101611.0,1073.0,534.0,540.0,0.51,0.26,0.71,0.54,2017,california,0.53,18.0
66,total,5896.0,1201.0,606.0,595.0,0.73,0.1,0.89,0.75,2017,colorado,0.11,0.0
67,native,31.0,1111.0,562.0,549.0,0.52,0.19,0.77,0.55,2017,colorado,0.11,-90.0
68,asian,452.0,1262.0,616.0,646.0,0.81,0.05,0.9,0.86,2017,colorado,0.11,61.0
69,black,168.0,1057.0,542.0,515.0,0.42,0.26,0.73,0.43,2017,colorado,0.11,-144.0
70,latino,886.0,1115.0,564.0,551.0,0.57,0.21,0.78,0.58,2017,colorado,0.11,-86.0
71,pacific,12.0,1098.0,561.0,537.0,0.58,0.17,0.83,0.58,2017,colorado,0.11,-103.0
72,white,3763.0,1239.0,626.0,613.0,0.81,0.04,0.95,0.82,2017,colorado,0.11,38.0
73,multi,267.0,1232.0,622.0,609.0,0.77,0.06,0.94,0.78,2017,colorado,0.11,31.0
74,no_race,317.0,964.0,494.0,470.0,0.29,0.45,0.53,0.31,2017,colorado,0.11,-237.0
75,female,3285.0,1188.0,606.0,582.0,0.71,0.09,0.9,0.71,2017,colorado,0.11,-13.0
76,male,2611.0,1216.0,606.0,610.0,0.77,0.1,0.88,0.79,2017,colorado,0.11,15.0
77,total,43252.0,1041.0,530.0,512.0,0.43,0.31,0.68,0.44,2017,connecticut,1.0,0.0
78,native,130.0,964.0,490.0,475.0,0.24,0.48,0.51,0.25,2017,connecticut,1.0,-77.0
79,asian,2089.0,1192.0,581.0,611.0,0.7,0.12,0.83,0.75,2017,connecticut,1.0,151.0
80,black,4733.0,908.0,466.0,442.0,0.15,0.57,0.42,0.17,2017,connecticut,1.0,-133.0
81,latino,8095.0,936.0,479.0,458.0,0.22,0.52,0.47,0.23,2017,connecticut,1.0,-105.0
82,pacific,34.0,1024.0,528.0,496.0,0.44,0.24,0.76,0.44,2017,connecticut,1.0,-17.0
83,white,23583.0,1112.0,566.0,546.0,0.56,0.16,0.83,0.58,2017,connecticut,1.0,71.0
84,multi,1119.0,1086.0,553.0,532.0,0.5,0.22,0.76,0.51,2017,connecticut,1.0,45.0
85,no_race,3469.0,887.0,454.0,432.0,0.15,0.61,0.37,0.16,2017,connecticut,1.0,-154.0
86,female,21199.0,1043.0,536.0,507.0,0.41,0.29,0.7,0.42,2017,connecticut,1.0,2.0
87,male,22053.0,1040.0,524.0,515.0,0.44,0.33,0.65,0.45,2017,connecticut,1.0,-1.0
88,total,10060.0,996.0,503.0,492.0,0.33,0.4,0.58,0.35,2017,delaware,1.0,0.0
89,native,45.0,897.0,458.0,439.0,0.16,0.51,0.49,0.16,2017,delaware,1.0,-99.0
90,asian,373.0,1162.0,567.0,595.0,0.64,0.15,0.78,0.71,2017,delaware,1.0,166.0
91,black,2108.0,899.0,454.0,444.0,0.14,0.61,0.37,0.16,2017,delaware,1.0,-97.0
92,latino,1236.0,937.0,473.0,464.0,0.22,0.52,0.46,0.23,2017,delaware,1.0,-59.0
93,pacific,6.0,,,,,,,,2017,delaware,1.0,
94,white,4937.0,1064.0,539.0,524.0,0.47,0.25,0.73,0.48,2017,delaware,1.0,68.0
95,multi,372.0,1039.0,529.0,511.0,0.41,0.28,0.71,0.42,2017,delaware,1.0,43.0
96,no_race,983.0,859.0,431.0,428.0,0.1,0.7,0.28,0.12,2017,delaware,1.0,-137.0
97,female,5096.0,993.0,507.0,486.0,0.31,0.39,0.6,0.32,2017,delaware,1.0,-3.0
98,male,4964.0,998.0,499.0,499.0,0.36,0.42,0.56,0.38,2017,delaware,1.0,2.0
99,total,4801.0,950.0,482.0,468.0,0.28,0.54,0.44,0.29,2017,district-columbia,1.0,0.0
100,native,21.0,838.0,419.0,419.0,0.1,0.86,0.14,0.1,2017,district-columbia,1.0,-112.0
101,asian,99.0,1134.0,557.0,577.0,0.59,0.17,0.78,0.64,2017,district-columbia,1.0,184.0
102,black,2705.0,873.0,444.0,429.0,0.14,0.65,0.33,0.15,2017,district-columbia,1.0,-77.0
103,latino,752.0,938.0,477.0,460.0,0.25,0.55,0.43,0.26,2017,district-columbia,1.0,-12.0
104,pacific,4.0,,,,,,,,2017,district-columbia,1.0,
105,white,669.0,1287.0,656.0,631.0,0.85,0.03,0.97,0.86,2017,district-columbia,1.0,337.0
106,multi,171.0,1081.0,549.0,533.0,0.46,0.33,0.64,0.49,2017,district-columbia,1.0,131.0
107,no_race,380.0,823.0,411.0,411.0,0.13,0.78,0.19,0.15,2017,district-columbia,1.0,-127.0
108,female,2365.0,944.0,483.0,461.0,0.25,0.54,0.45,0.26,2017,district-columbia,1.0,-6.0
109,male,2436.0,955.0,481.0,474.0,0.3,0.54,0.44,0.32,2017,district-columbia,1.0,5.0
110,total,147058.0,1017.0,520.0,497.0,0.36,0.34,0.64,0.38,2017,florida,0.83,0.0
111,native,603.0,920.0,471.0,450.0,0.2,0.56,0.43,0.21,2017,florida,0.83,-97.0
112,asian,5343.0,1140.0,561.0,578.0,0.62,0.17,0.78,0.67,2017,florida,0.83,123.0
113,black,29417.0,914.0,470.0,444.0,0.16,0.56,0.42,0.17,2017,florida,0.83,-103.0
114,latino,49062.0,1003.0,515.0,488.0,0.33,0.36,0.63,0.34,2017,florida,0.83,-14.0
115,pacific,217.0,960.0,492.0,467.0,0.24,0.48,0.51,0.25,2017,florida,0.83,-57.0
116,white,51758.0,1089.0,556.0,533.0,0.52,0.2,0.79,0.53,2017,florida,0.83,72.0
117,multi,4681.0,1054.0,540.0,514.0,0.43,0.26,0.73,0.45,2017,florida,0.83,37.0
118,no_race,5977.0,891.0,458.0,433.0,0.14,0.62,0.37,0.16,2017,florida,0.83,-126.0
119,female,77604.0,1015.0,524.0,491.0,0.34,0.33,0.66,0.35,2017,florida,0.83,-2.0
120,male,69454.0,1020.0,516.0,503.0,0.39,0.36,0.62,0.41,2017,florida,0.83,3.0
121,total,63805.0,1050.0,535.0,515.0,0.41,0.26,0.72,0.43,2017,georgia,0.61,0.0
122,native,145.0,1001.0,508.0,493.0,0.3,0.34,0.62,0.34,2017,georgia,0.61,-49.0
123,asian,3339.0,1159.0,566.0,593.0,0.66,0.14,0.81,0.71,2017,georgia,0.61,109.0
124,black,21467.0,957.0,490.0,467.0,0.21,0.45,0.54,0.22,2017,georgia,0.61,-93.0
125,latino,7104.0,1023.0,520.0,503.0,0.36,0.31,0.67,0.38,2017,georgia,0.61,-27.0
126,pacific,53.0,1032.0,522.0,511.0,0.42,0.26,0.7,0.45,2017,georgia,0.61,-18.0
127,white,28114.0,1115.0,569.0,546.0,0.56,0.13,0.86,0.57,2017,georgia,0.61,65.0
128,multi,2191.0,1084.0,554.0,530.0,0.48,0.18,0.81,0.49,2017,georgia,0.61,34.0
129,no_race,1392.0,1001.0,513.0,488.0,0.29,0.35,0.64,0.3,2017,georgia,0.61,-49.0
130,female,35279.0,1038.0,534.0,504.0,0.37,0.27,0.72,0.38,2017,georgia,0.61,-12.0
131,male,28526.0,1065.0,536.0,528.0,0.47,0.26,0.72,0.49,2017,georgia,0.61,15.0
132,total,7352.0,1085.0,544.0,541.0,0.51,0.21,0.77,0.54,2017,hawaii,0.55,0.0
133,native,6.0,,,,,,,,2017,hawaii,0.55,
134,asian,2754.0,1100.0,544.0,556.0,0.56,0.2,0.77,0.6,2017,hawaii,0.55,15.0
135,black,74.0,1021.0,525.0,497.0,0.3,0.28,0.72,0.3,2017,hawaii,0.55,-64.0
136,latino,1047.0,1055.0,537.0,518.0,0.41,0.22,0.77,0.43,2017,hawaii,0.55,-30.0
137,pacific,637.0,984.0,494.0,490.0,0.29,0.41,0.55,0.33,2017,hawaii,0.55,-101.0
138,white,726.0,1141.0,583.0,558.0,0.63,0.11,0.88,0.65,2017,hawaii,0.55,56.0
139,multi,1898.0,1105.0,556.0,549.0,0.57,0.16,0.82,0.59,2017,hawaii,0.55,20.0
140,no_race,210.0,992.0,502.0,490.0,0.29,0.39,0.58,0.32,2017,hawaii,0.55,-93.0
141,female,4059.0,1076.0,545.0,530.0,0.48,0.21,0.77,0.49,2017,hawaii,0.55,-9.0
142,male,3293.0,1096.0,543.0,553.0,0.56,0.2,0.76,0.6,2017,hawaii,0.55,11.0
143,total,18757.0,1005.0,513.0,493.0,0.34,0.35,0.63,0.36,2017,idaho,0.93,0.0
144,native,266.0,891.0,452.0,438.0,0.16,0.64,0.35,0.17,2017,idaho,0.93,-114.0
145,asian,316.0,1106.0,544.0,561.0,0.51,0.21,0.72,0.58,2017,idaho,0.93,101.0
146,black,181.0,882.0,453.0,430.0,0.13,0.59,0.39,0.14,2017,idaho,0.93,-123.0
147,latino,2821.0,922.0,471.0,452.0,0.17,0.55,0.44,0.19,2017,idaho,0.93,-83.0
148,pacific,44.0,976.0,492.0,484.0,0.34,0.41,0.55,0.39,2017,idaho,0.93,-29.0
149,white,12578.0,1037.0,529.0,508.0,0.4,0.28,0.7,0.42,2017,idaho,0.93,32.0
150,multi,468.0,1032.0,527.0,505.0,0.38,0.28,0.7,0.4,2017,idaho,0.93,27.0
151,no_race,2083.0,929.0,473.0,455.0,0.19,0.49,0.49,0.21,2017,idaho,0.93,-76.0
152,female,9392.0,1007.0,519.0,488.0,0.32,0.33,0.66,0.33,2017,idaho,0.93,2.0
153,male,9365.0,1003.0,506.0,497.0,0.35,0.37,0.6,0.38,2017,idaho,0.93,-2.0
154,total,12402.0,1115.0,559.0,556.0,0.55,0.26,0.72,0.56,2017,illinois,0.09,0.0
155,native,39.0,928.0,471.0,457.0,0.23,0.59,0.41,0.23,2017,illinois,0.09,-187.0
156,asian,1250.0,1295.0,628.0,667.0,0.82,0.06,0.9,0.86,2017,illinois,0.09,180.0
157,black,1296.0,958.0,488.0,470.0,0.26,0.5,0.49,0.27,2017,illinois,0.09,-157.0
158,latino,2991.0,980.0,495.0,485.0,0.29,0.45,0.53,0.31,2017,illinois,0.09,-135.0
159,pacific,6.0,,,,,,,,2017,illinois,0.09,
160,white,5433.0,1220.0,612.0,608.0,0.76,0.09,0.9,0.77,2017,illinois,0.09,105.0
161,multi,450.0,1168.0,586.0,582.0,0.64,0.17,0.81,0.66,2017,illinois,0.09,53.0
162,no_race,937.0,894.0,453.0,441.0,0.16,0.64,0.35,0.18,2017,illinois,0.09,-221.0
163,female,6369.0,1104.0,559.0,545.0,0.52,0.26,0.73,0.54,2017,illinois,0.09,-11.0
164,male,6033.0,1126.0,559.0,567.0,0.57,0.27,0.71,0.59,2017,illinois,0.09,11.0
165,total,45622.0,1074.0,542.0,532.0,0.49,0.21,0.77,0.51,2017,indiana,0.63,0.0
166,native,130.0,1008.0,514.0,494.0,0.32,0.31,0.67,0.35,2017,indiana,0.63,-66.0
167,asian,1348.0,1157.0,565.0,592.0,0.64,0.17,0.78,0.69,2017,indiana,0.63,83.0
168,black,4266.0,942.0,479.0,463.0,0.19,0.5,0.48,0.21,2017,indiana,0.63,-132.0
169,latino,4398.0,1008.0,509.0,499.0,0.34,0.34,0.64,0.36,2017,indiana,0.63,-66.0
170,pacific,22.0,1100.0,552.0,548.0,0.5,0.14,0.86,0.5,2017,indiana,0.63,26.0
171,white,33091.0,1099.0,554.0,544.0,0.55,0.16,0.82,0.57,2017,indiana,0.63,25.0
172,multi,1427.0,1081.0,549.0,532.0,0.5,0.19,0.79,0.52,2017,indiana,0.63,7.0
173,no_race,940.0,999.0,508.0,492.0,0.29,0.36,0.62,0.31,2017,indiana,0.63,-75.0
174,female,25441.0,1059.0,540.0,519.0,0.44,0.22,0.76,0.46,2017,indiana,0.63,-15.0
175,male,20181.0,1093.0,545.0,548.0,0.56,0.2,0.77,0.59,2017,indiana,0.63,19.0
176,total,861.0,1275.0,641.0,635.0,0.81,0.05,0.93,0.82,2017,iowa,0.02,0.0
177,native,1.0,,,,,,,,2017,iowa,0.02,
178,asian,125.0,1305.0,627.0,678.0,0.86,0.05,0.89,0.92,2017,iowa,0.02,30.0
179,black,28.0,1067.0,538.0,529.0,0.36,0.32,0.64,0.39,2017,iowa,0.02,-208.0
180,latino,58.0,1207.0,611.0,597.0,0.76,0.05,0.93,0.78,2017,iowa,0.02,-68.0
181,pacific,1.0,,,,,,,,2017,iowa,0.02,
182,white,582.0,1293.0,655.0,638.0,0.83,0.03,0.96,0.84,2017,iowa,0.02,18.0
183,multi,38.0,1254.0,633.0,621.0,0.76,0.11,0.89,0.76,2017,iowa,0.02,-21.0
184,no_race,28.0,1173.0,596.0,577.0,0.71,0.04,0.96,0.71,2017,iowa,0.02,-102.0
185,female,461.0,1253.0,637.0,617.0,0.79,0.05,0.94,0.8,2017,iowa,0.02,-22.0
186,male,400.0,1301.0,645.0,655.0,0.83,0.05,0.93,0.85,2017,iowa,0.02,26.0
187,total,1199.0,1260.0,632.0,628.0,0.8,0.06,0.92,0.82,2017,kansas,0.04,0.0
188,native,1.0,,,,,,,,2017,kansas,0.04,
189,asian,178.0,1306.0,619.0,687.0,0.8,0.03,0.86,0.92,2017,kansas,0.04,46.0
190,black,53.0,1046.0,533.0,514.0,0.4,0.17,0.81,0.42,2017,kansas,0.04,-214.0
191,latino,105.0,1182.0,597.0,585.0,0.71,0.13,0.86,0.72,2017,kansas,0.04,-78.0
192,pacific,1.0,,,,,,,,2017,kansas,0.04,
193,white,767.0,1284.0,650.0,634.0,0.85,0.03,0.96,0.86,2017,kansas,0.04,24.0
194,multi,65.0,1238.0,627.0,611.0,0.75,0.08,0.91,0.77,2017,kansas,0.04,-22.0
195,no_race,29.0,1108.0,569.0,539.0,0.52,0.34,0.66,0.52,2017,kansas,0.04,-152.0
196,female,609.0,1235.0,627.0,608.0,0.75,0.06,0.92,0.77,2017,kansas,0.04,-25.0
197,male,590.0,1287.0,637.0,649.0,0.85,0.05,0.92,0.87,2017,kansas,0.04,27.0
198,total,1608.0,1247.0,631.0,616.0,0.79,0.06,0.93,0.8,2017,kentucky,0.04,0.0
199,native,3.0,,,,,,,,2017,kentucky,0.04,
200,asian,148.0,1286.0,616.0,670.0,0.88,0.04,0.93,0.91,2017,kentucky,0.04,39.0
201,black,115.0,1048.0,535.0,513.0,0.41,0.32,0.65,0.43,2017,kentucky,0.04,-199.0
202,latino,76.0,1191.0,610.0,581.0,0.68,0.09,0.91,0.68,2017,kentucky,0.04,-56.0
203,pacific,2.0,,,,,,,,2017,kentucky,0.04,
204,white,1155.0,1271.0,646.0,625.0,0.84,0.03,0.96,0.84,2017,kentucky,0.04,24.0
205,multi,75.0,1209.0,616.0,593.0,0.73,0.11,0.88,0.75,2017,kentucky,0.04,-38.0
206,no_race,34.0,1169.0,609.0,559.0,0.56,0.06,0.91,0.59,2017,kentucky,0.04,-78.0
207,female,824.0,1226.0,627.0,599.0,0.76,0.06,0.93,0.76,2017,kentucky,0.04,-21.0
208,male,784.0,1269.0,635.0,634.0,0.82,0.06,0.93,0.84,2017,kentucky,0.04,22.0
209,total,1696.0,1198.0,611.0,586.0,0.69,0.11,0.88,0.69,2017,louisiana,0.04,0.0
210,native,5.0,,,,,,,,2017,louisiana,0.04,
211,asian,122.0,1281.0,627.0,654.0,0.84,0.06,0.9,0.89,2017,louisiana,0.04,83.0
212,black,320.0,1018.0,526.0,492.0,0.34,0.32,0.67,0.35,2017,louisiana,0.04,-180.0
213,latino,139.0,1209.0,618.0,591.0,0.73,0.08,0.91,0.73,2017,louisiana,0.04,11.0
214,pacific,0.0,,,,,,,,2017,louisiana,0.04,
215,white,1009.0,1246.0,637.0,609.0,0.78,0.05,0.94,0.78,2017,louisiana,0.04,48.0
216,multi,64.0,1215.0,624.0,591.0,0.66,0.05,0.94,0.67,2017,louisiana,0.04,17.0
217,no_race,37.0,1095.0,564.0,531.0,0.59,0.16,0.84,0.59,2017,louisiana,0.04,-103.0
218,female,953.0,1168.0,603.0,566.0,0.63,0.11,0.88,0.64,2017,louisiana,0.04,-30.0
219,male,743.0,1236.0,623.0,613.0,0.75,0.1,0.88,0.76,2017,louisiana,0.04,38.0
220,total,13826.0,1012.0,513.0,499.0,0.37,0.35,0.63,0.39,2017,maine,0.95,0.0
221,native,158.0,896.0,456.0,440.0,0.15,0.58,0.39,0.18,2017,maine,0.95,-116.0
222,asian,428.0,1140.0,536.0,603.0,0.6,0.14,0.72,0.73,2017,maine,0.95,128.0
223,black,396.0,894.0,451.0,442.0,0.16,0.59,0.38,0.19,2017,maine,0.95,-118.0
224,latino,337.0,1004.0,512.0,493.0,0.33,0.34,0.63,0.36,2017,maine,0.95,-8.0
225,pacific,5.0,,,,,,,,2017,maine,0.95,
226,white,10680.0,1033.0,525.0,508.0,0.41,0.31,0.68,0.42,2017,maine,0.95,21.0
227,multi,235.0,1090.0,556.0,534.0,0.5,0.16,0.82,0.52,2017,maine,0.95,78.0
228,no_race,1587.0,868.0,441.0,427.0,0.12,0.65,0.34,0.14,2017,maine,0.95,-144.0
229,female,6660.0,1020.0,523.0,496.0,0.36,0.31,0.67,0.38,2017,maine,0.95,8.0
230,male,7166.0,1006.0,504.0,502.0,0.37,0.38,0.59,0.4,2017,maine,0.95,-6.0
231,total,42919.0,1060.0,536.0,524.0,0.46,0.28,0.7,0.48,2017,maryland,0.69,0.0
232,native,148.0,968.0,491.0,477.0,0.24,0.43,0.54,0.26,2017,maryland,0.69,-92.0
233,asian,2945.0,1172.0,574.0,598.0,0.68,0.13,0.82,0.73,2017,maryland,0.69,112.0
234,black,14137.0,946.0,483.0,463.0,0.21,0.48,0.5,0.23,2017,maryland,0.69,-114.0
235,latino,4247.0,1024.0,519.0,504.0,0.37,0.33,0.65,0.38,2017,maryland,0.69,-36.0
236,pacific,35.0,1006.0,503.0,503.0,0.54,0.29,0.71,0.54,2017,maryland,0.69,-54.0
237,white,18215.0,1144.0,577.0,567.0,0.65,0.12,0.86,0.67,2017,maryland,0.69,84.0
238,multi,1734.0,1112.0,564.0,547.0,0.55,0.18,0.82,0.56,2017,maryland,0.69,52.0
239,no_race,1458.0,951.0,484.0,468.0,0.24,0.48,0.5,0.26,2017,maryland,0.69,-109.0
240,female,22675.0,1050.0,537.0,513.0,0.43,0.27,0.71,0.44,2017,maryland,0.69,-10.0
241,male,20244.0,1071.0,535.0,536.0,0.5,0.28,0.69,0.52,2017,maryland,0.69,11.0
242,total,56024.0,1107.0,555.0,551.0,0.57,0.2,0.78,0.59,2017,massachusetts,0.76,0.0
243,native,117.0,982.0,494.0,488.0,0.3,0.42,0.56,0.32,2017,massachusetts,0.76,-125.0
244,asian,4113.0,1188.0,570.0,617.0,0.71,0.13,0.8,0.78,2017,massachusetts,0.76,81.0
245,black,4574.0,962.0,483.0,479.0,0.27,0.47,0.5,0.29,2017,massachusetts,0.76,-145.0
246,latino,7254.0,986.0,495.0,491.0,0.31,0.43,0.54,0.34,2017,massachusetts,0.76,-121.0
247,pacific,21.0,1122.0,559.0,563.0,0.57,0.24,0.76,0.57,2017,massachusetts,0.76,15.0
248,white,36628.0,1142.0,576.0,567.0,0.65,0.12,0.87,0.67,2017,massachusetts,0.76,35.0
249,multi,1458.0,1158.0,584.0,574.0,0.65,0.14,0.85,0.67,2017,massachusetts,0.76,51.0
250,no_race,1859.0,1017.0,513.0,504.0,0.37,0.34,0.64,0.39,2017,massachusetts,0.76,-90.0
251,female,29617.0,1093.0,554.0,539.0,0.53,0.2,0.78,0.55,2017,massachusetts,0.76,-14.0
252,male,26407.0,1122.0,557.0,565.0,0.61,0.19,0.78,0.64,2017,massachusetts,0.76,15.0
253,total,110082.0,1005.0,509.0,495.0,0.36,0.38,0.61,0.37,2017,michigan,1.0,0.0
254,native,1204.0,896.0,453.0,443.0,0.16,0.61,0.37,0.18,2017,michigan,1.0,-109.0
255,asian,3713.0,1162.0,566.0,596.0,0.65,0.17,0.77,0.71,2017,michigan,1.0,157.0
256,black,12604.0,885.0,453.0,432.0,0.12,0.63,0.35,0.13,2017,michigan,1.0,-120.0
257,latino,8510.0,938.0,477.0,461.0,0.22,0.51,0.48,0.24,2017,michigan,1.0,-67.0
258,pacific,97.0,944.0,479.0,465.0,0.27,0.51,0.47,0.29,2017,michigan,1.0,-61.0
259,white,66776.0,1054.0,534.0,520.0,0.45,0.26,0.72,0.47,2017,michigan,1.0,49.0
260,multi,4216.0,1015.0,517.0,498.0,0.36,0.34,0.64,0.38,2017,michigan,1.0,10.0
261,no_race,12962.0,872.0,444.0,428.0,0.12,0.65,0.33,0.13,2017,michigan,1.0,-133.0
262,female,55225.0,1006.0,515.0,491.0,0.34,0.35,0.63,0.35,2017,michigan,1.0,1.0
263,male,54857.0,1003.0,503.0,500.0,0.37,0.4,0.58,0.39,2017,michigan,1.0,-2.0
264,total,2061.0,1295.0,644.0,651.0,0.86,0.04,0.94,0.88,2017,minnesota,0.03,0.0
265,native,3.0,,,,,,,,2017,minnesota,0.03,
266,asian,426.0,1309.0,623.0,686.0,0.88,0.03,0.9,0.94,2017,minnesota,0.03,14.0
267,black,102.0,1073.0,546.0,527.0,0.45,0.2,0.77,0.48,2017,minnesota,0.03,-222.0
